1777715566.1191242,49.44.146.35,1514
1777715566.1411762,49.44.146.35,1182
1777715566.201808,49.44.146.35,360
1777715566.2247622,192.168.29.76,622
1777715566.2454014,49.44.146.35,809
1777715566.3097947,72.153.5.61,66
1777715566.3739777,14.102.231.202,66
1777715566.4348533,14.102.231.202,54
1777715566.460617,72.153.5.61,1514
1777715566.483566,72.153.5.61,1027
1777715566.5694518,72.153.5.61,105
1777715566.5946975,72.153.5.61,123
1777715566.7130828,72.153.5.61,54
1777715566.735084,72.153.5.61,92
1777715566.9768467,72.153.5.61,649
1777715567.0451348,49.44.146.35,66
1777715567.1034036,49.44.146.35,54
1777715567.1314304,49.44.146.35,1514
1777715567.1536298,49.44.146.35,1514
1777715567.1780446,49.44.146.35,1230
1777715567.2199798,49.44.146.35,1514
1777715567.26426,49.44.146.35,1514
1777715567.288463,49.44.146.35,1182
1777715567.3514457,49.44.146.35,360
1777715567.3940792,49.44.146.35,1466
1777715567.4355445,72.153.5.61,96
1777715567.478458,72.153.5.61,54
1777715567.544563,13.107.5.93,66
1777715567.6068256,13.107.5.93,54
1777715567.629635,13.107.5.93,153
1777715567.6691735,13.107.5.93,54
1777715567.6925604,13.107.5.93,1514
1777715567.7148635,13.107.5.93,1514
1777715567.7357342,13.107.5.93,1310
1777715567.8010478,13.107.5.93,54
1777715567.8252141,13.107.5.93,513
1777715567.8457592,13.107.5.93,1514
1777715567.888694,13.107.5.93,57
1777715567.910047,13.107.5.93,813
1777715567.9753976,13.107.5.93,54
1777715567.9961777,13.107.5.93,698
1777715568.0162907,13.107.5.93,893
1777715568.0412588,13.107.5.93,813
1777715570.6799464,35.237.69.59,66
1777715570.8147836,35.237.69.59,66
1777715571.7736537,14.102.231.202,1514
1777715571.7931376,14.102.231.202,1514
1777715571.8308342,14.102.231.202,1514
1777715571.8504386,14.102.231.202,1514
1777715571.8721104,14.102.231.202,1514
1777715572.0034657,14.102.231.202,1514
1777715572.047559,14.102.231.202,1514
1777715572.0745456,14.102.231.202,2974
1777715572.125319,14.102.231.202,1514
1777715572.1779742,14.102.231.202,1514
1777715572.203052,14.102.231.202,1514
1777715572.2594802,14.102.231.202,1514
1777715572.2821043,14.102.231.202,1514
1777715572.3046718,14.102.231.202,1514
1777715572.3534293,14.102.231.202,1514
1777715572.3983517,14.102.231.202,1514
1777715572.420082,14.102.231.202,1514
1777715572.4409869,14.102.231.202,1514
1777715572.4613047,14.102.231.202,1514
1777715572.4843402,14.102.231.202,1514
1777715572.5052652,14.102.231.202,2974
1777715572.5285585,14.102.231.202,200
1777715572.6942592,49.44.152.41,66
1777715572.7594078,49.44.152.41,54
1777715572.788457,49.44.152.41,1514
1777715572.8110023,49.44.152.41,1514
1777715572.8551004,49.44.152.41,1230
1777715572.8767073,49.44.152.41,1514
1777715572.9202917,49.44.152.41,1514
1777715572.9426603,49.44.152.41,1182
1777715573.0082803,49.44.152.41,360
1777715573.0521512,49.44.152.41,54
1777715573.0777102,49.44.152.41,412
1777715573.1875727,14.102.231.207,74
1777715573.2309506,72.145.35.104,66
1777715573.3368595,14.102.231.207,66
1777715573.3631306,14.102.231.207,74
1777715573.444598,14.102.231.207,66
1777715573.467092,72.145.35.104,1514
1777715573.4872777,72.145.35.104,1026
1777715573.5706942,72.145.35.104,105
1777715573.593305,72.145.35.104,123
1777715573.7224557,72.145.35.104,54
1777715573.745454,72.145.35.104,92
1777715573.7668424,72.145.35.104,54
1777715573.8377576,72.145.35.104,523
1777715578.8338447,14.102.231.207,1474
1777715578.8518507,14.102.231.207,1474
1777715578.888893,14.102.231.207,1474
1777715578.9108841,14.102.231.207,1474
1777715578.9292595,14.102.231.207,2882
1777715578.967762,14.102.231.207,2882
1777715579.0052414,14.102.231.207,1474
1777715579.0261803,14.102.231.207,4290
1777715579.0655272,14.102.231.207,1474
1777715579.0833669,14.102.231.207,1474
1777715579.1430387,14.102.231.207,1474
1777715579.1887681,14.102.231.207,1474
1777715579.20839,14.102.231.207,1474
1777715579.2290933,14.102.231.207,1474
1777715579.300615,14.102.231.207,1474
1777715579.3378606,14.102.231.207,1474
1777715579.3965397,14.102.231.207,1474
1777715579.4170165,14.102.231.207,1474
1777715579.4556084,14.102.231.207,1474
1777715579.4750285,14.102.231.207,1474
1777715579.4952147,14.102.231.207,1474
1777715579.514747,14.102.231.207,1474
1777715579.5352588,14.102.231.207,2882
1777715579.5742474,14.102.231.207,1474
1777715579.6134684,14.102.231.207,1474
1777715579.6545634,14.102.231.207,1474
1777715579.697345,14.102.231.207,1474
1777715579.743226,14.102.231.207,1474
1777715579.7885358,14.102.231.207,1474
1777715579.831941,14.102.231.207,2882
1777715579.8751707,14.102.231.207,1474
1777715579.8974278,14.102.231.207,1474
1777715579.9169822,14.102.231.207,1474
1777715579.9436078,14.102.231.207,1474
1777715579.9902127,14.102.231.207,1474
1777715580.0132337,14.102.231.207,2882
1777715580.0573926,14.102.231.207,1474
1777715580.0997467,14.102.231.207,1474
1777715580.1436827,14.102.231.207,1474
1777715580.2031481,14.102.231.207,1474
1777715580.3287556,14.102.231.207,1474
1777715580.3680503,14.102.231.207,1474
1777715580.390864,14.102.231.207,1474
1777715580.428222,14.102.231.207,1474
1777715580.4485638,14.102.231.207,1474
1777715580.5115645,14.102.231.207,1474
1777715580.5334682,14.102.231.207,2882
1777715580.5736723,14.102.231.207,1474
1777715580.6144013,14.102.231.207,2882
1777715580.656752,14.102.231.207,1474
1777715580.6992302,14.102.231.207,1474
1777715580.7415724,14.102.231.207,2882
1777715580.7856743,14.102.231.207,1474
1777715580.8072224,14.102.231.207,1474
1777715580.8501832,14.102.231.207,1474
1777715580.8734343,14.102.231.207,1474
1777715580.9162064,14.102.231.207,1474
1777715580.9385443,14.102.231.207,1474
1777715580.9838567,14.102.231.207,1474
1777715581.0048964,14.102.231.207,2882
1777715581.0529418,14.102.231.207,1474
1777715581.0749102,14.102.231.207,1474
1777715581.1220868,14.102.231.207,1474
1777715581.1581771,14.102.231.207,2882
1777715581.2009873,14.102.231.207,1474
1777715581.2241642,14.102.231.207,1474
1777715581.2481546,14.102.231.207,1474
1777715581.3148258,14.102.231.207,2882
1777715581.3649344,14.102.231.207,2882
1777715581.4122996,14.102.231.207,1285
1777715581.5516505,14.102.231.207,2882
1777715581.6115222,14.102.231.207,2882
1777715581.6525753,14.102.231.207,2882
1777715581.6959298,14.102.231.207,2882
1777715581.7403576,14.102.231.207,2882
1777715582.2005851,14.102.231.207,7106
1777715582.245353,14.102.231.207,8514
1777715582.3087204,14.102.231.207,9922
1777715582.3536413,14.102.231.207,16962
1777715582.4006724,14.102.231.207,9922
1777715583.0033834,14.102.231.207,5698
1777715583.3203113,14.102.231.207,5698
1777715584.03032,14.102.231.207,4290
1777715584.1130817,14.102.231.207,28226
1777715585.2697814,14.102.231.207,4290
1777715586.707493,14.102.231.207,12738
1777715587.2066967,14.102.231.207,7106
1777715588.5283773,14.102.231.207,4290
1777715588.571528,14.102.231.207,5698
1777715588.6185935,14.102.231.207,7106
1777715588.713273,14.102.231.207,4290
1777715589.3207722,14.102.231.207,4290
1777715590.6180406,14.102.231.207,4290
1777715591.8822489,14.102.231.207,24002
1777715592.7008898,14.102.231.207,9922
1777715593.4445891,14.102.231.207,7106
1777715593.8899283,14.102.231.202,54
1777715593.992975,14.102.231.207,16962
1777715594.0370321,14.102.231.202,54
1777715596.2527459,14.102.231.207,8514
1777715596.313817,14.102.231.207,4290
1777715596.6879392,14.102.231.207,8514
1777715596.820297,14.102.231.207,5698
1777715596.8624299,14.102.231.207,8514
1777715597.4567642,14.102.231.207,4290
1777715597.5210238,14.102.231.207,4290
1777715597.647739,14.102.231.207,5698
1777715597.9469402,72.145.35.106,66
1777715598.0094697,72.145.35.106,1514
1777715598.0338824,72.145.35.106,1027
1777715598.0984197,72.145.35.106,105
1777715598.1252356,72.145.35.106,123
1777715598.2940247,192.168.29.76,721
1777715598.394855,72.145.35.106,54
1777715598.4175375,72.145.35.106,92
1777715598.5678494,72.145.35.106,54
1777715598.6948688,72.145.35.106,525
1777715602.6808696,14.102.231.207,5858
1777715603.8597353,14.102.231.207,7306
1777715604.105723,14.102.231.207,4410
1777715604.184445,14.102.231.207,7306
1777715604.4728243,14.102.231.207,4410
1777715604.5168147,14.102.231.207,4410
1777715604.66443,14.102.231.207,7306
1777715604.7279665,14.102.231.207,4410
1777715604.8550212,14.102.231.207,10202
1777715605.0119178,14.102.231.207,5858
1777715605.0979664,14.102.231.207,5858
1777715605.5113242,14.102.231.207,7306
1777715605.5592554,14.102.231.207,4410
1777715605.7418299,14.102.231.207,8754
1777715606.1323643,14.102.231.207,14546
1777715606.662261,14.102.231.207,20338
1777715607.522389,14.102.231.207,14546
1777715607.6665792,14.102.231.207,20338
1777715607.8589985,14.102.231.207,4410
1777715609.1447978,14.102.231.207,5858
1777715609.2738535,14.102.231.207,5858
1777715609.9675725,14.102.231.207,8754
1777715610.5971115,14.102.231.207,4410
